name,greekName,romanName,category,description,status,defense,attack,gender,images__thumbnail,images__regular,relatives__father,relatives__mother,descritpion,greekname,isgod
Europa,,,rustic deity,"see Oceanides - Andron of Halicarnassus fr. 7 Fowler [= FGrHist 10 F 7] (mother is Parthenope);[10] not the Europa who was abducted by Zeus, became the mother of Minos, and for whom the continent of Europe was named",immortal,1111,11200,male,,,,,,,yes
Eurynome,,,rustic deity,"see Oceanides - Also Apollodorus, 1.3.1",immortal,111,1100,male,,,,,,,yes
Galaxaura,,,rustic deity,see Oceanides,immortal,1100,1111,male,,,,,,,yes
Hesione,,,rustic deity,"see Oceanides - Acusilaus, fr. 34 Fowler; Aeschylus, Prometheus Bound 560.",immortal,1100,111,male,,,,,,,yes
Hestyaea,,,rustic deity,see Oceanides,immortal,1100,1100,male,,,,,,,yes
Hippo,,,rustic deity,see Oceanides,immortal,100,1100,male,,,,,,,yes
Iache,,,rustic deity,see Oceanides,immortal,11100,1111,female,,,,,,,yes
Ianeira/Ianira,,,rustic deity,"see Oceanides - The name of a Nereid at Homer, Iliad 18.47; Apollodorus, 1.2.7; Hyginus, Fabulae Th. 8",immortal,1111100,111,female,,,,,,,yes
Ianthe,,,rustic deity,see Oceanides,immortal,11200,1100,male,,,,,,,yes
Ida,,,rustic deity,"see Oceanides - Hyginus, Fabulae 182[11]",immortal,1100,1100,male,,,,,,,yes
Idyia/Eidyia,,,rustic deity,"see Oceanides - Apollodorus, 1.9.23; Apollonius of Rhodes, Argonautica, 3.243–244",immortal,1111,11200,male,,,,,,,yes
Leucippe,,,rustic deity,see Oceanides,immortal,111,1100,male,,,,,,,yes
Libye,,,rustic deity,see Oceanides - Andron of Halicarnassus fr. 7 Fowler [= FGrHist 10 F 7] (mother is Pompholyge)[12],immortal,1100,1111,male,,,,,,,yes
Lyris,,,rustic deity,see Oceanides,immortal,1100,111,male,,,,,,,yes
Melia,,,rustic deity,"see Oceanides - Apollodorus, 2.1.1; Pindar, fr. 52k 43; Pausanias, 9.10.5[13]",immortal,11200,1100,male,,,,,,,yes
Meliboea,,,rustic deity,"see Oceanides - Apollodorus, 3.8.1",immortal,1100,1100,male,,,,,,,yes
Melite,,,rustic deity,"see Oceanides - The name of a Nereid at Hesiod, Theogony 247; Homer, Iliad 18.42; Apollodorus, 1.2.7; Hyginus, Fabulae Th. 8",immortal,1111,100,male,,,,,,,yes
Melobosis,,,rustic deity,see Oceanides,immortal,111,11100,male,,,,,,,yes
Menestho,,,rustic deity,see Oceanides,immortal,1100,1111100,female,,,,,,,yes
Menippe,,,rustic deity,see Oceanides,immortal,1100,11200,female,,,,,,,yes
Mentis,,,rustic deity,see Oceanides,immortal,100,1100,male,,,,,,,yes
Merope,,,rustic deity,"see Oceanides - Hyginus, Fabulae 154",immortal,11100,1111,male,,,,,,,yes
Metis,,,rustic deity,"see Oceanides - Also Apollodorus, 1.2.1",immortal,1111100,111,male,,,,,,,yes
Mopsopia,,,rustic deity,"see Oceanides - Suda, s.v. Εὐφορίων, according to which, Mopsopia, an old name for Attica, was supposed to have come from her",immortal,11200,1100,male,,,,,,,yes
Nemesis,,,rustic deity,"see Oceanides - Pausanias, 1.33.3; a daughter of Nyx at Hesiod, Theogony 223; and Hyginus, Fabulae Th. 1",immortal,1100,1100,male,,,,,,,yes
Ocyrhoe,,,rustic deity,see Oceanides,immortal,1111,1111,female,,,,,,,yes
Pasiphae,,,rustic deity,see Oceanides,immortal,111,111,female,,,,,,,yes
Pasithoe,,,rustic deity,see Oceanides,immortal,1100,1100,male,,,,,,,yes
Peitho,,,rustic deity,"see Oceanides - Pherecydes of Leros, fr. 66 Fowler.",immortal,1100,1100,female,,,,,,,yes
Periboea,,,rustic deity,"see Oceanides - Nonnus, Dionysiaca 48.248",immortal,111,11200,female,,,,,,,yes
Perse/Perseis,,,rustic deity,"see Oceanides - Hyginus, Fabulae 156;[14] Homer, Odyssey 10.139; Hecataeus of Miletus, fr. 35A Fowler; Cicero, De Natura Deorum 3.48; Tzetzes, Chiliades 4.19.358; also Hesiod, Theogony 956",immortal,1100,1100,female,,,,,,,yes
Petraea,,,rustic deity,see Oceanides,immortal,1100,1111,female,,,,,,,yes
Phaeno,,,rustic deity,see Oceanides,immortal,11200,111,female,,,,,,,yes
Philyra,,,rustic deity,"see Oceanides - Hyginus, Fabulae 138; Pherecydes of Leros, fr. 50 Fowler; cf. Callimachus, Hymn 1—To Zeus 33–36",mortal,1100,1100,female,,,,,,,yes
Pleione,,,rustic deity,"see Oceanides - Apollodorus, 3.10.1; Ovid, Fasti 5.81–84; cf. Hyginus, Fabulae 192",mortal,1111,1100,male,,,,,,,yes
Plexaura,,,rustic deity,see Oceanides,mortal,111,100,male,,,,,,,yes
Plouto/Pluto,,,rustic deity,see Oceanides,mortal,1100,11100,male,,,,,,,yes
Polydora,,,rustic deity,see Oceanides,mortal,1100,1111100,male,,,,,,,yes
Polyphe,,,rustic deity,"see Oceanides - Suda, s.v. Ἱππεία Ἀθηνᾶ",mortal,100,11200,male,,,,,,,yes
Polyxo,,,rustic deity,see Oceanides,mortal,11100,1100,female,,,,,,,yes
Prymno,,,rustic deity,see Oceanides,mortal,1111100,1111,female,,,,,,,yes
Rhodea/Rhodeia/Rhodia,,,rustic deity,see Oceanides - Greek: Ῥόδειά,mortal,11200,111,female,,,,,,,yes
Rhodope,,,rustic deity,see Oceanides,mortal,1100,1100,female,,,,,,,yes
Rhodos/Rhode,,,rustic deity,"see Oceanides - Epimenides, fr. 11 Fowler; the daughter of Poseidon at Apollodorus, 1.4.5; Herodorus, fr. 62 Fowler; and Diodorus Siculus, 5.55",mortal,1111,1100,female,,,,,,,yes
The Sirens,,,rustic deity,"see Oceanides - Epimenides, fr. 8 Fowler; usually the daughters of Achelous, e.g. Apollodorus, 1.3.4, 1.7.10, E.7.18; Hyginus, Fabulae 125.13, 141.1; Apollonius of Rhodes, Argonautica 4.896.[15]",mortal,111,1111,female,,,,,,,yes
Stilbo,,,rustic deity,see Oceanides,mortal,1100,111,female,,,,,,,yes
Styx,,,rustic deity,"see Oceanides - Epimenides, fr. 7 Fowler; a daughter of Nyx at Hyginus, Fabulae Th. 1",mortal,1100,1100,female,,,,,,,yes
Telesto,,,rustic deity,see Oceanides,mortal,11200,1100,male,,,,,,,yes
Thoe,,,rustic deity,"see Oceanides - The name of a Nereid at Hyginus, Fabulae Th. 8",mortal,1100,11200,male,,,,,,,yes
Thraike,,,rustic deity,see Oceanides - Andron of Halicarnassus fr. 7 Fowler [= FGrHist 10 F 7] (mother is Parthenope)[16],mortal,1111,1100,male,,,,,,,yes
Tyche,,,rustic deity,see Oceanides,mortal,111,1111,male,,,,,,,yes
Urania,,,rustic deity,see Oceanides - Not the Muse Urania,mortal,1100,111,male,,,,,,,yes
Xanthe,,,rustic deity,see Oceanides,mortal,1100,1100,male,,,,,,,yes
Zeuxo,,,rustic deity,see Oceanides,mortal,100,1100,male,,,,,,,yes
The Ourea,Ούρος,,rustic deity,primeval gods of mountains,mortal,11100,100,male,,,,,,,yes
The Palici,Παλικοί,,rustic deity,a pair of rustic gods who presided over the geysers and thermal springs in Sicily,mortal,1111100,11100,female,,,,,,,yes
Pan,Πάν,,rustic deity,"god of shepherds, pastures, and fertility",mortal,11200,1111100,female,,,,,,,yes
Potamoi,Ποταμοί,,rustic deity,river gods,mortal,1100,11200,male,,,,,,,yes
Achelous,Αχέλους,,rustic deity,river god,mortal,1111,1100,male,,,,,,,yes
Acis,Άκις,,rustic deity,river god,mortal,111,1111,male,,,,,,,yes
Acheron,Αχέρων,,rustic deity,river god,mortal,1100,111,male,,,,,,,yes
Alpheus,Αλφειός,,rustic deity,river god,mortal,1100,1100,male,,,,,,,yes
Asopus,Ασωπός,,rustic deity,river god,mortal,111,1100,male,,,,,,,yes
Cladeus,Κλάδεος,,rustic deity,river god,mortal,1100,1111,male,,,,,,,yes
Eurotas,Ευρώτας,,rustic deity,river god,mortal,1100,111,male,,,,,,,yes
Cocytus,Kωκυτός,,rustic deity,river god,mortal,11200,1100,male,,,,,,,yes
Lethe,λήθη,,rustic deity,river god,mortal,1100,1100,male,,,,,,,yes
Peneus,Πηνειός,,rustic deity,river god,mortal,1111,11200,female,,,,,,,yes
Phlegethon,Φλεγέθων),,rustic deity,river god,immortal,111,1100,female,,,,,,,yes
Styx,Στύξ,,rustic deity,river god,immortal,1100,1111,male,,,,,,,yes
Scamander,Σκάμανδρος,,rustic deity,river god,immortal,1100,111,male,,,,,,,yes
Priapus,Πρίαπος,,rustic deity,god of garden fertility,immortal,100,1100,male,,,,,,,yes
Rhea,Ῥέα,,rustic deity,the great mother and queen of the mountain wilds,immortal,11100,1100,male,,,,,,,yes
Satyrs,Σάτυροι,,rustic deity,rustic fertility spirits,immortal,1111100,100,male,,,,,,,yes
Krotos,Κρότος,,rustic deity,a great hunter and musician who kept the company of the Muses on Mount Helicon,immortal,11200,11100,female,,,,,,,yes
Silenus,Σειληνός,,rustic deity,an old rustic god of the dance of the wine-press,immortal,1100,1111100,female,,,,,,,yes
Telete,Τελέτη,,rustic deity,goddess of initiation into the Bacchic orgies,immortal,1111,11200,male,,,,,,,yes
Zagreus,Ζαγρεύς,,rustic deity,"in the Orphic mysteries, the first incarnation of Dionysus",immortal,111,1100,female,,,,,,,yes
Adonis,Άδωνις,,agricultural deity, a life-death-rebirth deity,immortal,1100,1111,female,,,,,,,yes
Aphaea,Αφαία,,agricultural deity, minor goddess of agriculture and fertility,immortal,1100,111,female,,,,,,,yes
Carme,Κάρμη,,agricultural deity, a Cretan spirit who presided over the harvest festival,immortal,11200,1100,female,,,,,,,yes
Carmanor,Καρμάνωρ,,agricultural deity, a Cretan harvest god,immortal,1100,1100,female,,,,,,,yes
Chrysothemis,Χρυσόθεμις,,agricultural deity," goddess of the ""Golden Custom"", a harvest festival, daughter of Demeter and Carmanor",immortal,1111,1111,female,,,,,,,yes
Cyamites,Κυαμίτης,,agricultural deity, demi-god of the bean,immortal,111,111,male,,,,,,,yes
Demeter,Δημήτηρ,,agricultural deity," goddess of fertility, agriculture, grain, and harvest",immortal,1100,1100,male,,,,,,,yes
Despoina,Δέσποινη,,agricultural deity," daughter of Poseidon and Demeter, goddess of mysteries in Arcadia",immortal,1100,1100,male,,,,,,,yes
Dionysus,Διόνυσος,,agricultural deity, god of viticulture and wine,immortal,100,11200,male,,,,,,,yes
Eunostus,Εύνοστος,,agricultural deity, goddess of the flour mill,immortal,11100,1100,male,,,,,,,yes
Hestia,Ἑστία,,agricultural deity," maiden goddess of the hearth who presided over the baking of bread, mankind's stable food",immortal,1111100,1111,female,,,,,,,yes
Persephone,Περσεφόνη,,agricultural deity," queen of the underworld, wife of Hades and goddess of spring growth",immortal,11200,111,female,,,,,,,yes
Philomelus,Φιλόμελος,,agricultural deity, agricultural demi-god inventor of the wagon and the plough,immortal,1100,1100,female,,,,,,,yes
Plutus,Πλοῦτος,,agricultural deity," god of wealth, including agricultural wealth, son of Demeter",immortal,1111,1100,female,,,,,,,yes
Triptolemus,Τριπτόλεμος,,agricultural deity," god of farming and agriculture, he brought agriculture to Greece",immortal,111,100,female,,,,,,,yes
Asclepius,Ασκληπιός,,health deity,god of healing,immortal,1100,11100,female,,,,,,,yes
Aceso,Ἀκεσώ,,health deity,goddess of the healing of wounds and the curing of illnesses,immortal,1100,1111100,female,,,,,,,yes
Aegle,Αἴγλη,,health deity,goddess of radiant good health,immortal,111,11200,female,,,,,,,yes
Epione,Ἠπιόνη,,health deity,goddess of the soothing of pain,immortal,1100,1100,male,,,,,,,yes
Hygieia,Ὑγεία,,health deity,goddess of cleanliness and good health,immortal,1100,1111,male,,,,,,,yes
Iaso,Ἰασώ,,health deity,"goddess of cures, remedies, and modes of healing",immortal,11200,111,male,,,,,,,yes
Panacea,Πανάκεια,,health deity,goddess of healing,immortal,1100,1100,male,,,,,,,yes
Telesphorus,Τελεσφόρος,,health deity,"demi-god of convalescence, who ""brought to fulfillment"" recuperation from illness or injury",immortal,1111,1100,male,,,,,,,yes
Acratopotes,Ἀκρατοπότης,,other deity,god of unmixed wine,immortal,111,1111,male,,,,,,,yes
Adrastea,Αδράστεια,,other deity,"a daughter of Ares and Aphrodite, or an epithet of Nemesis",immortal,1100,111,male,,,,,,,yes
Agdistis,Ἄγδιστις,,other deity,Phrygian hermaphroditic deity,immortal,1100,1100,male,,,,,,,yes
Alexiares,Αλεξιαρης,,other deity,one of the twin sons of Heracles who presided over the defence of fortified towns and citadels,immortal,100,1100,female,,,,,,,yes
Anicetus,Ανικητος,,other deity,one of the twin sons of Heracles who presided over the defence of fortified towns and citadels,immortal,11100,11200,female,,,,,,,yes
Aphroditus,Ἀφρόδιτος,,other deity,Cyprian hermaphroditic Aphrodite,immortal,1111100,1100,male,,,,,,,yes
Astraea,Αστραία,,other deity,virgin goddess of justice,mortal,11200,1111,male,,,,,,,yes
Auxesia and Damia,Αυξησία and Δαμία,,other deity,two local fertility goddesses,mortal,1100,111,male,,,,,,,yes
Charites,Χάριτες,,other deity,"goddesses of charm, beauty, nature, human creativity, and fertility",mortal,1111,1100,male,,,,,,,yes
Aglaea,Αγλαΐα,,other deity,"goddess of beauty, adornment, splendor and glory",mortal,111,1100,male,,,,,,,yes
Euphrosyne,Εὐφροσύνη,,other deity,"goddess of good cheer, joy, mirth, and merriment",mortal,1100,100,male,,,,,,,yes
Thalia,Θάλεια,,other deity,goddess of festive celebrations and rich and luxurious banquets,mortal,1100,11100,male,,,,,,,yes
Hegemone,Ηγεμόνη,,other deity,"""mastery""",mortal,11200,1111100,male,,,,,,,yes
Antheia,Άνθεια,,other deity,goddess of flowers and flowery wreaths,mortal,1100,11200,male,,,,,,,yes
Pasithea,Πασιθέα,,other deity,goddess of rest and relaxation,mortal,1111,1100,male,,,,,,,yes
Cleta,Κλήτα,,other deity,"""the glorious""",mortal,111,1111,female,,,,,,,yes
Phaenna,Φαέννα,,other deity,"""the shining""",mortal,1100,111,female,,,,,,,yes
Eudaimonia,Ευδαιμονία,,other deity,"""happiness""",mortal,1100,1100,male,,,,,,,yes
Euthymia,Ευθυμία,,other deity,"""good mood""",mortal,100,1100,male,,,,,,,yes
Calleis,Καλλείς,,other deity,"""beauty""",mortal,11100,900,male,,,,,,,yes
Paidia,Παιδία,,other deity,"""play, amusement""",mortal,1111100,1111,male,,,,,,,yes
Pandaisia,Πανδαισία,,other deity,"""banquet for everyone""",mortal,11200,111,male,,,,,,,yes
Pannychis,Παννυχίς,,other deity,"""all-night (festivity)""",mortal,1100,1100,female,,,,,,,yes
Ceraon,Κεραων,,other deity,"demi-god of the meal, specifically the mixing of wine",mortal,1111,1100,female,,,,,,,yes
Chrysus,Χρύσος,,other deity,spirit of gold,mortal,111,11200,male,,,,,,,yes
Circe,Κίρκη,,other deity,goddess-witch of Aeaea,mortal,1100,1100,female,,,,,,,yes
Daemones Ceramici,Δαίμονες Κεραμικοί,,other deity,five malevolent spirits who plagued the craftsman potter,mortal,1100,1111,female,,,,,,,yes
Syntribos,Σύντριβος,,other deity,Daemones Ceramici - the shatterer,mortal,1111,111,female,,,,,,,yes
Smaragos,Σμάραγος,,other deity,Daemones Ceramici - the smasher,mortal,111,1100,female,,,,,,,yes
Asbetos,Ασβετος,,other deity,Daemones Ceramici - the charrer,mortal,1100,1100,female,,,,,,,yes
Sabaktes,Σαβάκτης,,other deity,Daemones Ceramici - the destroyer,immortal,1100,100,female,,,,,,,yes
Omodamos,Ωμόδαμος,,other deity,Daemones Ceramici - crudebake,immortal,11200,11100,male,,,,,,,yes
Deipneus,Δειπνεύς,,other deity,"demi-god of the preparation of meals, specifically the making of bread",immortal,1100,1111100,male,,,,,,,yes
Eiresione,Ειρεσιώνη,,other deity,personification of the olive branch,immortal,1111,11200,male,,,,,,,yes
Eileithyia,Εἰλείθυια,,other deity,goddess of childbirth,immortal,111,1100,male,,,,,,,yes
Enyalius,Ενυάλιος,,other deity,minor god of war,immortal,1100,1111,male,,,,,,,yes
Enyo,Ἐνυώ,,other deity,goddess of destructive war,immortal,1100,111,female,,,,,,,yes
Harpocrates,Ἁρποκράτης,,other deity,god of silence,immortal,100,1100,female,,,,,,,yes
Hermaphroditus,Ἑρμάφρόδιτός,,other deity,god of hermaphrodites and effeminate men,immortal,11100,1100,female,,,,,,,yes
Hymenaios,Ὑμέναιος,,other deity,god of marriage and marriage feasts,immortal,1111100,1111,female,,,,,,,yes
Ichnaea,Ιχναία,,other deity,goddess of tracking,immortal,11200,111,female,,,,,,,yes
Iynx,Ιύνξ,,other deity,goddess of the love charm,immortal,1100,1100,female,,,,,,,yes
Matton,Μάττων,,other deity,"demi-god of the meal, specifically the kneading of dough",immortal,1111,1100,female,,,,,,,yes
Muses,Μούσαι,,other deity,"goddesses of music, song and dance, and the source of inspiration to poets",immortal,111,11200,female,,,,,,,yes
Aoide,Ἀοιδή,,other deity,Titan Muse - daughter of Uranus and Gaia - muse of song,immortal,1100,1100,female,,,,,,,yes
Arche,Αρχή,,other deity,Titan Muse - daughter of Uranus and Gaia - muse of origins,immortal,1100,1111,female,,,,,,,yes
Melete,Μελέτη,,other deity,Titan Muse - daughter of Uranus and Gaia - muse of meditation and practice,immortal,1111,111,female,,,,,,,yes
Mneme,Μνήμη,,other deity,Titan Muse - daughter of Uranus and Gaia - muse of memory,immortal,111,1100,female,,,,,,,yes
Thelxinoe,Θελξινόη,,other deity,"Titan Muse - daughter of Uranus and Gaia - muse ""charmer of minds""",immortal,1100,1100,female,,,,,,,yes
Calliope,Καλλιόπη,,other deity,Olympian Muses - daughter of Zeus and Mnemosyne - muse of epic poetry,immortal,1100,100,female,,,,,,,yes
Clio,Κλειώ,,other deity,Olympian Muses - daughter of Zeus and Mnemosyne - muse of history,immortal,11200,11100,female,,,,,,,yes
Euterpe,Ευτέρπη,,other deity,Olympian Muses - daughter of Zeus and Mnemosyne - muse of musical poetry,immortal,1100,1111100,female,,,,,,,yes
Erato,Ερατώ,,other deity,Olympian Muses - daughter of Zeus and Mnemosyne - muse of lyric poetry,immortal,1111,11200,female,,,,,,,yes
Melpomene,Μελπομένη,,other deity,Olympian Muses - daughter of Zeus and Mnemosyne - muse of tragedy,immortal,111,1100,female,,,,,,,yes
Polyhymnia,Πολυμνία or Πολύμνια,,other deity,Olympian Muses - daughter of Zeus and Mnemosyne - muse of sacred poetry,immortal,1100,1111,female,,,,,,,yes
Terpsichore,Τερψιχόρη,,other deity,Olympian Muses - daughter of Zeus and Mnemosyne - muse of dance and choral poetry,immortal,1100,111,female,,,,,,,yes
